Survived,Pclass,Sex,Age,Fare_log_winsorize,FamilySize,FarePerPerson,IsAlone,TickerFrequency,Pclass_Age,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Senior,FareGroup_Medium,FareGroup_High,FareGroup_Very High,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Embarked_Pclass_C_2,Embarked_Pclass_C_3,Embarked_Pclass_Q_1,Embarked_Pclass_Q_2,Embarked_Pclass_Q_3,Embarked_Pclass_S_1,Embarked_Pclass_S_2,Embarked_Pclass_S_3,Embarked_Pclass_nan_1
1,1.0,0,0.05357142857142857,0.29124334697160814,1.0,0.18638488718372664,0.0,0.5,0.08396946564885496,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,0.0,0,0.9999999999999999,0.4593792941380598,0.0,0.5942068748513543,1.0,0.0,0.42748091603053434,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1.0,1,0.33928571428571425,0.03632491771451707,0.0,0.27760711889789197,1.0,0.0,0.45038167938931295,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.6785714285714285,0.519533062071254,1.0,0.1343065195211468,0.0,1.0,0.8854961832061068,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,1.0,0,0.23214285714285715,0.02801276845595746,0.0,0.2713865842021958,1.0,0.0,0.3129770992366412,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,0.5,0,0.9642857142857142,0.27590898399481,0.0,0.4569038267015693,1.0,0.0,0.83206106870229,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1.0,1,0.017857142857142856,0.4933353075048824,1.0,0.15372130540500067,0.0,1.0,0.03816793893129771,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,0.5,1,0.5910985036827447,0.20212550911660598,0.0,0.40168674010074185,1.0,0.0,0.5130002474234154,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1.0,0,0.5357142857142856,0.31817712530167175,0.5,0.3059955678144595,0.0,0.0,0.7022900763358778,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1.0,0,0.3505388584880355,0.0,0.0,0.25042276453505713,1.0,0.0,0.4648131925648089,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0.5,1,0.6071428571428571,0.45171590456849586,0.0,0.5884718502239972,1.0,0.5,0.5267175572519084,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0.5,1,0.5892857142857142,0.20212550911660598,0.0,0.40168674010074185,1.0,0.0,0.5114503816793893,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1.0,0,0.25,0.035450492706952,0.0,0.2769527284473426,1.0,0.0,0.3358778625954198,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1,0.0,1,0.48214285714285715,0.566283059579077,0.0,0.6742100799600221,1.0,0.0,0.20610687022900762,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1.0,0,0.125,0.375182933647341,1.0,0.12084104804648105,0.0,1.0,0.17557251908396945,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1.0,0,0.6607142857142856,0.5208553886314261,1.0,0.13514120429672427,0.0,1.0,0.8625954198473282,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.4262393064266138,0.0,0.0,0.25042276453505713,1.0,0.0,0.5618946830509245,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0.0,1,0.3214285714285714,1.0,1.0,0.7326930601728954,0.0,1.0,0.13740458015267173,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1.0,0,0.41550699249566736,0.029084254547746657,0.0,0.27218844858198504,1.0,0.0,0.5481311048799398,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,1.0,1,0.44682152165749606,0.029794055956416154,0.0,0.2727196402331859,1.0,0.0,0.5882901957134301,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0.0,1,0.6964285714285713,0.47519543624270744,0.0,0.60604314699393,1.0,0.0,0.29770992366412213,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.0,0,0.5565291290033838,1.0,0.5,0.8762063758596377,0.0,0.5,0.23790558186404193,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1.0,0,0.41558962820763257,0.023513988525967422,0.0,0.26801984766122405,1.0,0.0,0.5482370804494829,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,0.5,1,0.9999999999999999,0.12737135279763434,0.0,0.3457432279518475,1.0,0.0,0.8625954198473282,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0.0,1,0.48214285714285715,0.8792627747761307,0.5,0.7147047571339653,0.0,0.5,0.20610687022900762,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,1,0.7321428571428571,0.7080233756530626,0.5,0.5884718502239972,0.0,0.5,0.3129770992366412,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1.0,1,0.4262366201263796,0.00019400404272840177,0.0,0.25056795067661425,1.0,0.0,0.56189123802467,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,1.0,1,0.35714285714285715,0.03632491771451707,0.0,0.27760711889789197,1.0,0.0,0.47328244274809156,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,0,0.30357142857142855,0.31817712530167175,1.0,0.20455883754103638,0.0,0.5,0.4045801526717557,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1.0,0,0.23214285714285715,0.151123127376792,0.5,0.18872188215076485,0.0,0.5,0.3129770992366412,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,1.0,0,0.6964285714285713,0.09189422198982533,0.5,0.1479964014319904,0.0,0.0,0.9083969465648855,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0.5,0,0.46428571428571425,0.3738896088229232,0.5,0.3457432279518475,0.0,0.5,0.4045801526717557,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1.0,1,0.42581026590350013,0.029794055956416154,0.0,0.2727196402331859,1.0,0.0,0.56134446314342,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,0.5,0,0.03571428571428571,0.6248267556663533,1.0,0.3431296552948883,0.0,1.0,0.03816793893129771,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1.0,0,0.3214285714285714,0.029084254547746657,0.0,0.27218844858198504,1.0,0.0,0.42748091603053434,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,1.0,1,0.4467228960631846,0.03632491771451707,0.0,0.27760711889789197,1.0,0.0,0.588163714035229,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.48633321261888435,0.26456421384727336,0.5,0.26801984766122405,0.0,0.0,0.6389616772516991,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,1.0,0,0.41558962820763257,0.023513988525967422,0.0,0.26801984766122405,1.0,0.0,0.5482370804494829,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,1.0,1,0.4169944681302676,0.3854444504753344,1.0,0.2504711681514524,0.0,0.0,0.5500387072204959,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1.0,0,0.30357142857142855,0.3141556954211905,0.5,0.3031372980524432,0.0,0.5,0.4045801526717557,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.10714285714285715,0.607556693640935,1.0,0.2284921703281741,0.0,1.0,0.15267175572519082,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.35714285714285715,0.025679359498264498,0.0,0.26964033892566525,1.0,0.0,0.47328244274809156,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0.0,0,0.8571428571428571,0.8535484879879768,0.5,0.6956974854736844,0.0,1.0,0.366412213740458,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.5,0,0.49999999999999994,0.45171590456849586,0.5,0.40168674010074185,0.0,0.0,0.43511450381679384,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0.0,1,0.9999999999999999,0.7735818858801647,0.5,0.6366979192703741,0.0,0.0,0.42748091603053434,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.0,1,0.7242492138952624,0.566283059579077,0.0,0.6742100799600221,1.0,0.0,0.3096027173903412,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0.5,0,0.35714285714285715,0.12737135279763434,0.0,0.3457432279518475,1.0,0.0,0.3129770992366412,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1.0,1,0.49107142857142855,0.00019400404272840177,0.0,0.25056795067661425,1.0,0.0,0.6450381679389312,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,0.5,0,0.07142857142857142,0.47558160212229306,1.0,0.24030399373086292,0.0,1.0,0.06870229007633588,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1.0,1,0.17857142857142858,0.6695741570533064,1.0,0.19891690332893314,0.0,1.0,0.2442748091603053,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.375,0.00019400404272840177,0.0,0.25056795067661425,1.0,0.0,0.49618320610687017,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,0.0,0,0.6607142857142856,0.8692122795081435,0.0,0.9009121836269445,1.0,0.5,0.282442748091603,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0.0,1,0.7857142857142856,0.8851756475132003,0.5,0.7190775839290955,0.0,0.5,0.3358778625954198,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1.0,1,0.05357142857142857,0.47755916900011075,1.0,0.14362580359888028,0.0,1.0,0.08396946564885496,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,0.0,1,0.7082134978511734,0.47519543624270744,0.0,0.60604314699393,1.0,0.0,0.3027477548066085,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1.0,1,0.42110924049371307,0.2586640113476274,1.0,0.16457638655379841,0.0,0.5,0.5553156671980443,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0.5,0,0.49999999999999994,0.12737135279763434,0.0,0.3457432279518475,1.0,0.0,0.43511450381679384,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1.0,1,0.3214285714285714,0.040845583803450713,0.0,0.2809902343087359,1.0,0.0,0.42748091603053434,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,1.0,0,0.2857142857142857,0.03103941418860856,1.0,0.0,0.0,0.0,0.38167938931297707,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.4464285714285714,0.06121164012743707,1.0,0.037293398030297686,0.0,0.0,0.5877862595419847,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0.5,1,0.5535714285714285,0.12737135279763434,0.0,0.3457432279518475,1.0,0.0,0.4809160305343511,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1.0,0,0.26785714285714285,0.6695741570533064,1.0,0.19891690332893314,0.0,1.0,0.35877862595419846,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0.5,1,0.35714285714285715,0.8374234634252414,0.0,0.8771224961192083,1.0,1.0,0.3129770992366412,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1.0,1,0.4464285714285714,0.239680564424137,0.5,0.2504953668706709,0.0,0.0,0.5877862595419847,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1.0,1,0.5535714285714285,0.7389647279682877,0.0,0.803439269200052,1.0,1.0,0.7251908396946565,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.42857142857142855,0.019145876324853095,0.0,0.2647508984813541,1.0,0.0,0.564885496183206,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.44682152165749606,0.029794055956416154,0.0,0.2727196402331859,1.0,0.0,0.5882901957134301,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.4467228960631846,0.03632491771451707,0.0,0.27760711889789197,1.0,0.0,0.588163714035229,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0.5,1,0.0,0.4917551739291567,1.0,0.3243500294107357,0.0,0.5,0.007633587786259542,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1.0,0,0.5178571428571428,0.18760062352882978,0.0,0.3908168011788998,1.0,0.5,0.6793893129770991,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.375,0.07425879898950916,0.0,0.3059955678144595,1.0,0.0,0.49618320610687017,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,1.0,1,0.49999999999999994,0.09280011414095624,0.0,0.3198712683842781,1.0,0.0,0.6564885496183206,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1.0,0,0.4155656433841133,0.025139172374692875,0.0,0.26923608093656753,1.0,0.0,0.5482063212864964,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,0.0,1,0.48214285714285715,0.6711575825834971,0.0,0.7526946678506661,1.0,0.0,0.20610687022900762,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0.5,0,0.2857142857142857,0.12737135279763434,0.0,0.3457432279518475,1.0,0.0,0.25190839694656486,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,1.0,0,0.5714285714285714,0.27254097160268553,1.0,0.10672666055753738,0.0,0.5,0.748091603053435,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.26785714285714285,0.5543857602985608,1.0,0.23805579666781446,0.0,1.0,0.35877862595419846,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.4467228960631846,0.03632491771451707,0.0,0.27760711889789197,1.0,0.0,0.588163714035229,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0.0,0,0.39285714285714285,1.0,1.0,0.7326930601728954,0.0,1.0,0.1679389312977099,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1.0,1,0.4107142857142857,0.03632491771451707,0.0,0.27760711889789197,1.0,0.0,0.5419847328244275,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.49999999999999994,0.03632491771451707,0.0,0.27760711889789197,1.0,0.0,0.6564885496183206,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.33928571428571425,0.02801276845595746,0.0,0.2713865842021958,1.0,0.0,0.45038167938931295,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0.0,1,0.8035714285714285,0.7686980296632749,0.5,0.6331004939642142,0.0,0.0,0.34351145038167935,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,1.0,1,0.4464285714285714,0.3664764456792894,1.0,0.16745238586112893,0.0,0.5,0.5877862595419847,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.9999999999999999,0.0011533288896247162,0.0,0.25128587732938895,1.0,0.0,0.9999999999999999,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.4467228960631846,0.03632491771451707,0.0,0.27760711889789197,1.0,0.0,0.588163714035229,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0.0,1,0.9999999999999999,0.5573733364190542,0.0,0.6675423409286403,1.0,0.0,0.42748091603053434,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.0,1,0.39285714285714285,0.7818136832662382,0.5,0.6427630531522257,0.0,0.0,0.1679389312977099,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.5,0,0.5892857142857142,0.4069558095621467,0.5,0.3694565779346471,0.0,0.5,0.5114503816793893,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0.5,1,0.5892857142857142,0.45171590456849586,0.5,0.40168674010074185,0.0,0.5,0.5114503816793893,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1.0,0,0.48214285714285715,0.029794055956416154,0.0,0.2727196402331859,1.0,0.0,0.6335877862595419,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.44682152165749606,0.029794055956416154,0.0,0.2727196402331859,1.0,0.0,0.5882901957134301,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0.0,1,0.35714285714285715,0.8562682859623961,0.5,0.6977071292518879,0.0,0.5,0.15267175572519082,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1.0,1,0.5714285714285714,0.060885064751011186,0.0,0.29598711208853207,1.0,0.0,0.748091603053435,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.6428571428571428,0.03103941418860856,1.0,0.018715315140689914,0.0,0.0,0.8396946564885496,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.48214285714285715,0.029794055956416154,0.0,0.2727196402331859,1.0,0.0,0.6335877862595419,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,1.0,0,0.35714285714285715,0.019145876324853095,0.0,0.2647508984813541,1.0,0.0,0.47328244274809156,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1.0,1,0.44689878476899303,0.024598216301219722,0.0,0.2688312474910634,1.0,0.0,0.5883892812304643,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.6607142857142856,0.029794055956416154,0.0,0.2727196402331859,1.0,0.0,0.8625954198473282,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,1.0,0,0.40510026538851585,0.4247423646294556,0.5,0.3822467983796621,0.0,1.0,0.534785073170005,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0.0,1,0.8214285714285713,0.7080233756530626,0.0,0.7802837952520338,1.0,0.5,0.3511450381679389,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1.0,0,0.24107142857142855,0.239680564424137,0.5,0.2504953668706709,0.0,0.5,0.3244274809160305,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1.0,1,0.375,0.03632491771451707,0.0,0.27760711889789197,1.0,0.0,0.49618320610687017,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,0,0.33928571428571425,0.10438431824208882,0.5,0.15654111339551163,0.0,0.0,0.45038167938931295,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1.0,0,0.2857142857142857,0.23978137079545336,0.0,0.4298671284435512,1.0,0.5,0.38167938931297707,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1.0,1,0.35714285714285715,0.03103941418860856,0.0,0.27365162471168253,1.0,0.0,0.47328244274809156,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1,0.9999999999999999,0.023513988525967422,0.0,0.26801984766122405,1.0,0.0,0.9999999999999999,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0.5,1,0.49999999999999994,0.3738896088229232,0.5,0.3457432279518475,0.0,0.5,0.43511450381679384,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0.0,1,0.4107142857142857,1.0,0.5,1.0,0.0,0.5,0.17557251908396945,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
